ID,Age,Overall,Potential,Value,Wage,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,Release.Clause,Preferred.Foot,Work.Rate,Position,International.Reputation
228049,21,55,65,€140K,€2K,6'0,159lbs,51,51,51,55,53,53,53,55,54,54,54,55,53,53,53,55,54,52,52,52,54,53,51,51,51,53,48,43,49,53,35,53,47,42,50,52,71,69,75,53,57,39,58,62,59,42,52,45,49,52,47,47,50,42,47,€329K,Right,MediumMedium,RM,1
243921,20,55,64,€120K,€1K,5'10,172lbs,53,53,53,53,54,54,54,53,54,54,54,54,54,54,54,54,55,56,56,56,55,56,58,58,58,56,39,31,57,55,38,53,40,38,58,48,69,68,56,58,62,53,69,54,66,35,61,44,59,53,42,48,55,55,60,€186K,Right,MediumMedium,CDM,1
244177,19,55,68,€150K,€1K,5'9,143lbs,46,46,46,50,48,48,48,50,47,47,47,50,46,46,46,50,54,51,51,51,54,56,55,55,55,56,45,32,52,34,28,56,41,39,35,49,68,63,59,55,75,32,58,55,47,35,53,55,46,41,47,42,56,59,58,€311K,Right,MediumMedium,RB,1
244689,27,55,55,€90K,€1K,6'0,174lbs,58,58,58,57,57,57,57,57,57,57,57,57,55,55,55,57,55,56,56,56,55,55,58,58,58,55,47,46,60,55,47,57,44,42,48,61,71,64,60,47,60,61,62,55,75,51,64,56,54,53,50,51,48,51,49,€158K,Left,MediumMedium,CM,1
243154,17,55,73,€180K,€1K,6'2,179lbs,56,56,56,50,53,53,53,50,50,50,50,49,45,45,45,49,40,39,39,39,40,40,42,42,42,40,25,54,63,45,41,49,28,25,23,52,58,59,55,48,51,55,65,64,78,45,49,16,52,47,56,42,33,24,24,€356K,Right,MediumMedium,ST,1
245460,19,55,63,€110K,€1K,6'2,176lbs,46,46,46,47,46,46,46,47,46,46,46,49,49,49,49,49,54,54,54,54,54,55,55,55,55,55,39,31,50,54,39,48,28,43,51,51,65,61,49,52,55,41,61,59,62,28,51,55,29,31,49,48,49,56,52,€171K,Right,MediumMedium,CB,1
242903,22,55,64,€120K,€1K,6'1,170lbs,44,44,44,48,46,46,46,48,46,46,46,49,47,47,47,49,54,52,52,52,54,55,55,55,55,55,47,28,44,44,31,48,41,39,39,52,66,57,61,49,58,34,58,55,61,31,51,50,41,39,41,41,54,60,59,€204K,Right,MediumMedium,RB,1
245207,19,55,70,€170K,€1K,6'1,176lbs,38,38,38,36,36,36,36,36,37,37,37,38,40,40,40,38,49,50,50,50,49,51,56,56,56,51,22,18,61,48,26,30,20,18,38,34,57,57,47,47,56,30,66,58,60,22,49,56,22,27,30,42,53,56,51,€370K,Right,MediumMedium,CB,1
225498,21,55,63,€110K,€1K,5'11,163lbs,49,49,49,52,52,52,52,52,53,53,53,54,53,53,53,54,56,55,55,55,56,55,54,54,54,55,43,29,45,58,35,52,35,33,48,55,65,65,60,54,65,41,63,68,55,34,60,49,51,48,41,53,53,49,51,€215K,Right,MediumMedium,RB,1
235994,18,55,69,€160K,€1K,5'11,150lbs,47,47,47,52,49,49,49,52,50,50,50,52,50,50,50,52,55,53,53,53,55,55,55,55,55,55,52,35,41,52,35,51,50,51,49,49,67,68,61,49,74,42,60,46,56,36,53,52,44,46,47,55,55,55,57,€380K,Left,MediumMedium,LB,1
226014,21,55,63,€110K,€1K,5'8,163lbs,54,54,54,56,55,55,55,56,56,56,56,56,56,56,56,56,56,55,55,55,56,55,54,54,54,55,50,48,46,55,42,53,45,43,55,55,64,61,65,55,60,52,56,59,50,52,56,45,52,55,55,57,53,56,54,€193K,Left,MediumMedium,CDM,1
238816,19,55,68,€170K,€1K,6'0,165lbs,56,56,56,55,54,54,54,55,53,53,53,54,47,47,47,54,41,37,37,37,41,39,34,34,34,39,44,55,50,47,48,48,50,33,40,50,72,69,76,50,62,55,69,65,57,51,32,20,56,44,55,50,22,14,13,€404K,Right,HighMedium,ST,1
243936,24,55,61,€100K,€1K,5'11,163lbs,42,42,42,40,40,40,40,40,39,39,39,42,42,42,42,42,53,51,51,51,53,55,58,58,58,55,31,27,53,40,24,35,34,28,35,41,65,58,47,47,69,38,75,59,60,29,53,58,32,29,43,45,50,64,68,€155K,Right,MediumMedium,RB,1
242913,23,55,61,€100K,€1K,6'1,174lbs,36,36,36,33,33,33,33,33,33,33,33,34,35,35,35,34,46,47,47,47,46,50,55,55,55,50,21,16,49,29,29,23,20,26,23,33,55,53,41,48,54,33,70,55,64,21,48,52,28,32,37,35,68,55,53,€235K,Right,MediumMedium,CB,1
244198,19,55,67,€150K,€1K,5'10,154lbs,53,53,53,55,55,55,55,55,55,55,55,56,56,56,56,56,55,55,55,55,55,54,53,53,53,54,46,32,51,59,40,58,39,44,58,53,69,58,60,54,61,58,64,63,58,40,62,48,60,48,47,46,42,49,52,€248K,Right,MediumMedium,CM,1
242151,18,55,69,€180K,€1K,5'11,161lbs,52,52,52,55,55,55,55,55,55,55,55,55,52,52,52,55,48,47,47,47,48,47,44,44,44,47,45,42,36,51,44,57,46,41,48,58,62,64,55,55,67,50,55,52,54,39,45,24,52,56,52,58,51,32,38,€500K,Right,MediumMedium,CAM,1
222187,25,55,60,€100K,€2K,5'11,159lbs,43,43,43,48,44,44,44,48,48,48,48,50,51,51,51,50,55,55,55,55,55,55,56,56,56,55,57,23,41,68,23,39,35,31,58,46,61,64,82,51,52,39,69,53,74,25,60,38,29,41,34,41,46,62,55,€223K,Right,MediumMedium,RDM,1
231659,19,55,68,€170K,€2K,6'2,159lbs,56,56,56,57,56,56,56,57,54,54,54,57,48,48,48,57,45,40,40,40,45,43,37,37,37,43,44,53,44,52,41,55,40,38,43,48,90,89,68,41,61,54,86,67,61,47,35,28,54,45,52,53,29,15,15,€404K,Left,HighLow,ST,1
233451,25,55,58,€110K,€2K,6'0,170lbs,56,56,56,55,57,57,57,55,56,56,56,56,56,56,56,56,56,57,57,57,56,56,56,56,56,56,41,53,47,55,32,46,45,36,48,55,63,66,67,59,72,63,62,65,59,45,58,58,56,59,43,38,53,51,47,€245K,Right,MediumMedium,CM,1
245484,20,55,67,€160K,€1K,6'0,165lbs,54,54,54,56,56,56,56,56,56,56,56,57,56,56,56,57,55,54,54,54,55,54,53,53,53,54,45,31,48,62,34,59,46,45,58,58,74,68,65,56,60,62,58,58,58,41,70,40,55,43,61,42,35,53,51,€232K,Right,HighHigh,CM,1
245740,31,55,55,€80K,€1K,6'0,174lbs,55,55,55,51,52,52,52,51,49,49,49,49,42,42,42,49,34,32,32,32,34,33,33,33,33,33,29,60,56,35,41,53,30,25,27,45,64,59,57,53,60,54,62,53,69,47,35,10,52,46,58,49,14,15,10,€108K,Right,HighMedium,ST,1
245485,16,55,73,€180K,€1K,5'11,154lbs,55,55,55,52,54,54,54,52,52,52,52,51,47,47,47,51,41,41,41,41,41,40,41,41,41,40,31,57,66,45,44,54,33,31,34,57,55,54,47,54,68,47,63,54,51,42,58,25,51,45,57,43,31,21,24,€356K,Right,MediumMedium,ST,1
241646,18,55,70,€180K,€3K,5'11,152lbs,56,56,56,56,57,57,57,56,55,55,55,55,52,52,52,55,49,46,46,46,49,48,43,43,43,48,39,56,51,50,42,50,38,36,39,50,67,59,62,68,78,50,61,74,39,51,62,27,60,52,60,45,29,35,39,€455K,Right,MediumMedium,ST,1
240111,20,55,67,€140K,€1K,6'3,187lbs,37,37,37,33,33,33,33,33,32,32,32,34,34,34,34,34,43,44,44,44,43,46,55,55,55,46,23,23,54,28,26,29,29,29,25,33,55,44,36,41,57,35,71,40,81,15,48,47,21,33,36,39,54,57,55,€231K,Right,MediumMedium,CB,1
244207,18,55,70,€180K,€1K,5'10,148lbs,53,53,53,57,54,54,54,57,53,53,53,55,47,47,47,55,44,40,40,40,44,43,38,38,38,43,52,55,47,50,55,62,57,62,41,58,72,74,75,35,68,44,57,43,39,41,35,25,45,41,61,38,34,31,21,€428K,Right,MediumMedium,RW,1
245489,18,55,65,€110K,€1K,5'11,154lbs,44,44,44,48,46,46,46,48,49,49,49,50,51,51,51,50,54,55,55,55,54,54,55,55,55,54,35,28,49,59,30,53,22,29,55,55,62,60,47,38,66,36,74,64,58,37,46,55,32,37,33,48,52,56,53,€160K,Right,MediumMedium,CB,1
244211,19,55,71,€170K,€1K,5'10,163lbs,44,44,44,47,45,45,45,47,45,45,45,48,45,45,45,48,55,51,51,51,55,56,54,54,54,56,52,30,47,50,28,45,36,30,36,45,66,64,64,46,69,41,56,61,56,32,51,53,36,35,33,39,52,55,57,€353K,Left,MediumMedium,LB,1
243188,18,55,76,€200K,€1K,5'10,148lbs,56,56,56,56,57,57,57,56,54,54,54,55,48,48,48,55,42,37,37,37,42,40,32,32,32,40,43,55,40,45,36,60,43,36,34,59,67,63,59,48,72,68,39,58,44,35,29,16,60,48,46,57,22,22,22,€480K,Right,MediumMedium,RW,1
246260,19,55,68,€150K,€1K,5'10,154lbs,45,45,45,48,46,46,46,48,47,47,47,50,48,48,48,50,55,53,53,53,55,55,55,55,55,55,51,29,51,54,31,51,35,39,47,42,67,71,53,42,52,37,61,54,55,25,55,56,38,41,42,47,51,56,54,€356K,Left,MediumMedium,LB,1
235770,19,55,70,€170K,€1K,5'10,172lbs,46,46,46,50,47,47,47,50,48,48,48,51,49,49,49,51,55,53,53,53,55,55,54,54,54,55,53,31,47,50,29,48,46,49,46,48,66,62,59,49,66,33,55,61,65,40,52,48,42,41,34,48,52,54,56,€404K,Left,MediumMedium,LB,1
243194,21,55,70,€180K,€4K,6'0,176lbs,37,37,37,33,33,33,33,33,32,32,32,34,36,36,36,34,47,48,48,48,47,51,56,56,56,51,22,23,50,29,28,24,23,30,31,32,53,55,44,46,51,40,60,59,69,23,45,52,22,26,37,37,60,61,59,€455K,Right,MediumMedium,CB,1
235771,20,55,70,€190K,€2K,5'6,165lbs,51,51,51,54,54,54,54,54,56,56,56,56,56,56,56,56,54,54,54,54,54,53,50,50,50,53,40,42,36,63,43,55,46,38,55,55,68,59,69,56,76,49,59,68,56,39,39,43,43,53,41,56,53,49,42,€451K,Right,MediumMedium,CM,1
240124,20,55,69,€180K,€1K,6'4,192lbs,49,49,49,46,47,47,47,46,48,48,48,47,50,50,50,47,51,56,56,56,51,52,59,59,59,52,33,34,61,56,38,45,39,34,47,54,41,53,52,54,40,54,48,47,80,33,53,51,33,44,37,53,70,51,47,€356K,Right,MediumMedium,CDM,1
241916,20,55,65,€140K,€1K,6'1,154lbs,53,53,53,54,54,54,54,54,55,55,55,55,56,56,56,55,56,57,57,57,56,56,56,56,56,56,37,48,47,56,29,54,33,33,50,55,62,64,54,52,68,50,63,71,64,43,53,54,48,55,38,42,53,56,51,€203K,Right,MediumMedium,CM,1
244220,17,55,78,€200K,€1K,5'11,154lbs,56,56,56,52,54,54,54,52,51,51,51,50,44,44,44,50,37,35,35,35,37,37,34,34,34,37,28,62,52,39,33,45,35,30,30,52,68,68,59,51,68,52,66,50,60,48,32,17,53,49,63,42,21,16,17,€450K,Right,MediumMedium,ST,1
242173,20,55,65,€140K,€1K,5'10,165lbs,48,48,48,52,51,51,51,52,54,54,54,53,55,55,55,53,56,57,57,57,56,56,54,54,54,56,44,28,36,60,34,47,53,37,54,54,64,66,69,48,63,52,58,66,57,55,55,54,47,52,29,61,58,53,50,€203K,Right,LowHigh,CM,1
229375,20,55,67,€160K,€6K,6'4,196lbs,56,56,56,49,51,51,51,49,48,48,48,48,45,45,45,48,41,42,42,42,41,41,42,42,42,41,26,57,59,50,42,34,31,29,38,54,63,73,52,44,56,58,73,57,73,41,55,36,51,34,52,40,17,25,19,,Right,MediumLow,LW,1
238335,19,55,67,€150K,€1K,5'10,159lbs,51,51,51,55,54,54,54,55,56,56,56,56,55,55,55,56,53,53,53,53,53,53,50,50,50,53,38,41,40,58,30,54,35,32,56,56,74,68,70,50,65,53,65,69,54,40,51,38,46,57,44,45,42,52,48,€293K,Right,MediumMedium,CM,1
240384,18,54,64,€100K,€1K,5'10,154lbs,50,50,50,54,53,53,53,54,54,54,54,55,51,51,51,55,45,43,43,43,45,43,37,37,37,43,50,48,31,57,39,57,40,37,54,56,69,61,64,36,73,53,71,55,52,44,32,28,41,52,48,48,29,26,29,€145K,Right,MediumMedium,LM,1
244225,18,54,64,€90K,€1K,6'1,165lbs,45,45,45,47,46,46,46,47,47,47,47,49,49,49,49,49,53,54,54,54,53,54,55,55,55,54,40,29,47,57,27,50,25,28,55,52,64,63,44,45,58,39,70,56,66,33,44,52,32,28,37,44,52,53,51,€131K,Right,MediumMedium,CB,1
235013,20,54,64,€100K,€1K,6'0,143lbs,44,44,44,50,47,47,47,50,46,46,46,51,45,45,45,51,54,49,49,49,54,54,51,51,51,54,50,25,43,39,29,56,31,28,38,45,79,79,60,53,70,31,62,61,51,28,52,52,40,38,36,33,45,50,49,€195K,Right,MediumHigh,RB,1
236551,18,54,68,€130K,€1K,5'11,165lbs,38,38,38,37,37,37,37,37,37,37,37,39,39,39,39,39,49,47,47,47,49,52,54,54,54,52,24,18,51,39,26,28,24,21,24,37,68,72,49,43,64,34,79,69,70,21,53,47,24,36,25,48,44,58,56,€309K,Right,MediumMedium,CB,1
243721,20,54,68,€150K,€1K,5'8,150lbs,55,55,55,52,53,53,53,52,51,51,51,51,43,43,43,51,38,34,34,34,38,38,33,33,33,38,28,59,56,43,43,44,40,31,35,41,82,82,82,41,68,53,60,61,43,45,34,16,57,47,58,48,27,15,13,€281K,Right,MediumMedium,ST,1
243466,18,54,75,€150K,€1K,5'7,148lbs,52,52,52,55,55,55,55,55,55,55,55,55,50,50,50,55,43,42,42,42,43,41,38,38,38,41,41,45,38,58,43,62,44,31,46,55,62,67,60,38,72,51,48,50,46,50,33,15,56,49,54,47,51,27,20,€353K,Right,HighMedium,RM,1
228108,19,54,64,€90K,€1K,6'2,170lbs,35,35,35,33,32,32,32,33,33,33,33,35,37,37,37,35,45,47,47,47,45,48,55,55,55,48,30,16,57,37,23,26,23,25,38,30,43,52,36,44,43,33,70,44,63,25,62,52,22,30,16,44,49,55,56,€158K,Right,MediumMedium,LCB,1
243212,18,54,71,€130K,€1K,6'0,161lbs,46,46,46,47,47,47,47,47,48,48,48,49,49,49,49,49,54,54,54,54,54,55,56,56,56,55,36,29,52,49,33,48,30,32,52,54,66,64,62,48,64,45,65,64,63,30,59,49,33,39,35,44,52,56,58,€270K,Right,MediumMedium,CDM,1
240143,18,54,65,€110K,€1K,6'2,187lbs,54,54,54,52,53,53,53,52,52,52,52,51,45,45,45,51,38,36,36,36,38,36,34,34,34,36,29,54,56,45,32,55,36,34,32,54,64,61,61,54,69,53,69,52,58,44,32,17,45,45,63,42,24,12,10,€193K,Right,MediumMedium,ST,1
245775,21,54,63,€110K,€1K,6'0,157lbs,55,55,55,55,56,56,56,55,55,55,55,54,48,48,48,54,40,36,36,36,40,37,31,31,31,37,26,56,40,43,49,63,41,59,39,52,69,79,58,54,64,51,54,62,52,53,29,17,50,50,49,41,13,18,14,€160K,Right,HighMedium,CAM,1
230160,19,54,69,€130K,€1K,5'11,154lbs,35,35,35,32,32,32,32,32,31,31,31,34,36,36,36,34,48,47,47,47,48,50,54,54,54,50,29,17,46,29,27,25,27,31,24,31,35,48,45,51,67,35,73,73,70,23,43,50,25,29,37,44,56,56,61,€309K,Right,LowMedium,CB,1
243219,20,54,65,€120K,€1K,5'9,159lbs,51,51,51,55,54,54,54,55,56,56,56,57,54,54,54,57,51,49,49,49,51,49,44,44,44,49,47,43,38,60,39,55,48,41,58,60,66,67,59,54,73,46,57,64,51,37,41,21,43,51,48,56,48,35,41,€186K,Right,MediumMedium,CM,1
244755,23,54,61,€80K,€1K,6'2,168lbs,37,37,37,34,34,34,34,34,33,33,33,36,37,37,37,36,49,47,47,47,49,51,54,54,54,51,28,21,47,32,29,25,28,29,28,32,58,54,43,43,52,41,68,64,63,23,50,52,23,33,37,39,51,58,64,€124K,Left,MediumMedium,LCB,1
246035,19,54,69,€150K,€2K,5'9,148lbs,54,54,54,53,55,55,55,53,53,53,53,52,47,47,47,52,40,37,37,37,40,38,33,33,33,38,27,57,44,45,41,50,30,29,32,54,69,73,50,57,70,48,60,59,47,50,26,21,49,48,58,51,22,15,15,€424K,Right,MediumLow,ST,1
233237,24,54,60,€90K,€1K,6'3,154lbs,58,58,58,54,55,55,55,54,55,55,55,55,55,55,55,55,50,52,52,52,50,49,53,53,53,49,56,55,62,56,46,50,30,41,58,59,41,56,48,54,50,61,62,51,86,53,53,38,49,52,36,55,40,43,38,€140K,Right,MediumMedium,RM,1
242197,18,54,64,€100K,€1K,6'1,165lbs,55,55,55,51,53,53,53,51,51,51,51,50,47,47,47,50,37,38,38,38,37,36,37,37,37,36,28,55,60,44,43,54,31,21,42,52,46,55,58,49,57,49,65,63,73,46,45,15,53,49,52,48,21,16,18,€145K,Right,MediumMedium,ST,1
246549,21,54,61,€80K,€1K,5'11,165lbs,48,48,48,49,48,48,48,49,49,49,49,50,51,51,51,50,53,55,55,55,53,54,56,56,56,54,44,32,62,56,35,50,39,35,57,48,58,54,56,54,52,41,62,52,58,37,64,51,39,41,42,44,48,52,59,€156K,Right,MediumMedium,CDM,1
229398,21,54,67,€130K,€2K,5'7,148lbs,54,54,54,56,56,56,56,56,56,56,56,56,51,51,51,56,46,43,43,43,46,45,39,39,39,45,37,56,44,54,41,56,47,37,47,57,69,73,69,50,87,54,68,50,30,39,40,32,50,52,45,53,24,32,35,€328K,Right,MediumHigh,ST,1
241432,19,54,68,€150K,€1K,5'7,157lbs,49,49,49,54,51,51,51,54,52,52,52,55,52,52,52,55,54,50,50,50,54,53,48,48,48,53,57,34,47,54,38,51,39,35,52,43,72,76,69,56,68,50,49,58,47,39,58,48,47,52,45,46,33,46,44,€356K,Right,MediumMedium,RM,1
246552,25,54,57,€70K,€1K,6'1,176lbs,47,47,47,50,48,48,48,50,48,48,48,51,48,48,48,51,55,52,52,52,55,55,54,54,54,55,43,39,36,49,28,52,37,29,38,54,63,64,56,46,58,34,59,64,66,36,50,48,41,33,44,39,53,56,57,€93K,Left,MediumMedium,LB,1
241433,20,54,68,€150K,€1K,6'1,165lbs,55,55,55,56,56,56,56,56,55,55,55,55,49,49,49,55,44,42,42,42,44,43,41,41,41,43,38,55,40,45,41,60,51,35,41,62,67,69,61,52,58,52,51,39,59,40,42,28,52,48,52,53,25,30,37,€356K,Right,HighHigh,CAM,1
244761,23,54,61,€80K,€1K,6'1,176lbs,47,47,47,49,47,47,47,49,47,47,47,50,47,47,47,50,54,51,51,51,54,55,54,54,54,55,50,32,50,45,37,50,34,34,42,49,68,69,57,50,62,44,56,57,64,35,48,50,36,42,28,37,51,53,53,€116K,Right,MediumMedium,LB,1
246041,18,54,71,€130K,€1K,5'9,150lbs,43,43,43,41,40,40,40,41,38,38,38,42,40,40,40,42,50,48,48,48,50,53,54,54,54,53,44,27,55,33,35,30,36,32,39,37,60,61,56,52,55,47,65,50,48,24,50,50,40,30,44,42,57,58,57,€296K,Right,MediumMedium,CB,1
235804,21,54,66,€110K,€1K,6'1,165lbs,45,45,45,50,48,48,48,50,48,48,48,52,48,48,48,52,55,52,52,52,55,54,53,53,53,54,46,27,36,42,21,56,35,32,44,51,67,66,65,55,70,29,64,68,60,23,48,54,50,36,33,37,56,49,48,€160K,Left,HighMedium,LB,1
242972,19,54,64,€90K,€1K,5'9,159lbs,44,44,44,47,45,45,45,47,44,44,44,48,44,44,44,48,54,50,50,50,54,55,54,54,54,55,46,29,41,35,33,57,36,35,32,34,66,70,57,56,70,29,62,65,57,32,55,55,43,37,43,38,57,57,52,€140K,Left,MediumMedium,LB,1
242717,18,54,72,€140K,€1K,5'10,159lbs,54,54,54,51,53,53,53,51,51,51,51,50,45,45,45,50,37,34,34,34,37,36,32,32,32,36,28,56,52,47,43,45,35,30,32,48,68,65,50,55,69,49,64,50,50,53,31,15,52,47,68,45,12,12,18,€354K,Right,MediumMedium,ST,1
231199,20,54,64,€100K,€2K,6'3,179lbs,47,47,47,50,48,48,48,50,48,48,48,52,47,47,47,52,54,50,50,50,54,55,53,53,53,55,47,28,47,45,27,51,27,20,42,51,76,82,63,47,47,48,56,62,70,30,40,50,34,42,22,34,51,49,47,€195K,Right,HighMedium,RB,1
238368,18,54,71,€140K,€1K,5'11,165lbs,55,55,55,56,55,55,55,56,54,54,54,54,49,49,49,54,43,40,40,40,43,42,37,37,37,42,39,54,46,49,52,57,46,32,43,54,74,71,74,51,67,54,64,53,55,48,24,23,46,46,56,44,22,28,23,€333K,Right,MediumMedium,ST,1
241440,18,54,69,€140K,€1K,5'11,150lbs,52,52,52,54,54,54,54,54,54,54,54,54,49,49,49,54,45,43,43,43,45,43,39,39,39,43,38,52,42,54,36,54,42,36,48,54,69,71,68,46,74,54,54,51,49,38,43,23,44,52,49,55,32,27,34,€263K,Right,MediumMedium,CAM,1
246048,18,54,70,€130K,€1K,5'10,165lbs,39,39,39,36,36,36,36,36,35,35,35,37,38,38,38,37,49,48,48,48,49,52,54,54,54,52,24,23,48,34,29,21,31,29,28,38,62,61,51,45,69,40,76,68,61,33,49,58,28,29,36,43,50,57,52,€263K,Right,LowMedium,CB,1
244513,18,54,70,€140K,€1K,5'9,154lbs,53,53,53,56,54,54,54,56,54,54,54,54,47,47,47,54,45,42,42,42,45,45,41,41,41,45,40,51,40,47,37,53,46,35,42,50,83,85,84,46,83,51,67,49,46,41,61,23,53,47,37,49,40,31,29,€263K,Right,MediumMedium,RW,1
240674,19,54,70,€140K,€3K,5'11,150lbs,53,53,53,55,54,54,54,55,55,55,55,55,54,54,54,55,53,51,51,51,53,52,48,48,48,52,49,45,47,57,46,53,38,39,52,54,62,64,53,49,69,55,57,63,46,59,50,42,50,49,50,55,33,51,46,€354K,Left,MediumMedium,CM,1
235811,19,54,67,€130K,€1K,5'10,141lbs,55,55,55,55,56,56,56,55,55,55,55,54,48,48,48,54,41,38,38,38,41,39,35,35,35,39,33,53,50,54,46,55,33,33,34,55,68,69,66,53,62,51,54,52,41,53,47,12,50,48,60,52,34,20,12,€283K,Right,MediumMedium,ST,1
240419,17,54,66,€110K,€1K,5'9,154lbs,49,49,49,52,51,51,51,52,53,53,53,53,55,55,55,53,53,54,54,54,53,53,52,52,52,53,43,34,47,60,28,51,42,41,57,52,61,59,68,51,64,52,63,62,62,41,51,49,41,53,42,47,36,54,50,€193K,Left,MediumMedium,CM,1
242723,24,54,60,€90K,€1K,5'7,141lbs,54,54,54,51,52,52,52,51,50,50,50,50,44,44,44,50,40,37,37,37,40,40,38,38,38,40,37,66,59,44,45,52,34,30,34,44,62,54,57,44,78,52,67,53,38,49,35,15,51,42,62,42,32,33,30,€140K,Right,MediumLow,ST,1
246052,17,54,72,€120K,€3K,6'0,168lbs,42,42,42,43,43,43,43,43,44,44,44,46,47,47,47,46,52,53,53,53,52,53,55,55,55,53,35,19,49,52,24,45,29,29,48,48,57,63,46,45,57,42,61,56,59,25,50,51,29,40,32,48,52,56,55,€303K,Right,MediumHigh,CB,1
243493,17,54,74,€130K,€1K,5'8,154lbs,52,52,52,56,54,54,54,56,53,53,53,54,47,47,47,54,45,41,41,41,45,44,40,40,40,44,42,47,32,48,42,57,49,43,42,54,86,81,76,36,72,53,45,46,47,45,47,19,51,45,45,41,45,33,32,€358K,Left,HighMedium,LM,1
237865,19,54,64,€110K,€1K,6'1,154lbs,55,55,55,56,55,55,55,56,55,55,55,55,49,49,49,55,43,41,41,41,43,41,37,37,37,41,56,63,39,52,44,55,51,42,48,61,55,55,63,43,58,53,38,39,60,40,30,22,51,49,59,55,30,27,24,€215K,Left,MediumMedium,LM,1
237866,19,54,69,€150K,€1K,5'10,165lbs,55,55,55,50,52,52,52,50,49,49,49,48,43,43,43,48,36,35,35,35,36,35,34,34,34,35,33,61,52,39,36,44,38,30,31,42,55,52,60,55,65,58,62,51,60,50,38,25,60,46,67,54,18,15,15,€356K,Right,HighMedium,ST,1
244522,21,54,62,€100K,€1K,5'10,152lbs,53,53,53,56,54,54,54,56,54,54,54,54,50,50,50,54,47,43,43,43,47,44,38,38,38,44,57,52,40,43,52,60,50,57,46,55,63,60,62,55,71,61,50,39,46,55,27,61,43,50,59,55,19,24,20,€165K,Right,MediumLow,RM,1
217645,34,54,54,€20K,€1K,6'0,176lbs,38,38,38,35,36,36,36,35,36,36,36,36,37,37,37,36,43,47,47,47,43,46,54,54,54,46,24,17,54,41,28,30,25,30,24,38,54,33,31,40,39,34,35,34,73,18,49,50,36,34,38,47,60,58,47,€25K,Right,LowMedium,CB,1
241453,18,54,64,€100K,€1K,5'7,132lbs,52,52,52,57,56,56,56,57,57,57,57,57,55,55,55,57,49,48,48,48,49,47,43,43,43,47,47,46,44,60,41,57,51,39,64,60,68,62,64,52,66,50,55,40,33,36,45,30,49,56,49,52,40,36,40,€195K,Right,MediumMedium,CM,1
226094,22,54,63,€100K,€1K,5'9,141lbs,50,50,50,55,53,53,53,55,55,55,55,55,51,51,51,55,48,45,45,45,48,47,43,43,43,47,51,47,44,55,39,56,42,41,52,47,74,58,83,43,77,45,51,40,28,31,47,31,58,56,53,52,34,47,44,€145K,Right,MediumMedium,RW,1
246063,18,54,68,€130K,€1K,6'1,165lbs,49,49,49,49,49,49,49,49,49,49,49,51,51,51,51,51,54,54,54,54,54,55,56,56,56,55,43,30,53,52,43,49,45,34,55,53,60,67,60,53,59,56,59,52,66,32,56,45,34,46,44,43,48,59,58,€244K,Right,MediumMedium,CDM,1
224819,20,54,71,€150K,€3K,5'11,154lbs,49,49,49,50,50,50,50,50,52,52,52,52,54,54,54,52,54,56,56,56,54,54,55,55,55,54,34,27,44,65,35,47,44,55,64,54,64,66,74,52,78,59,64,57,59,50,51,47,39,37,56,39,55,54,50,€319K,Right,MediumMedium,CM,1
242996,20,54,65,€120K,€1K,5'8,141lbs,54,54,54,52,53,53,53,52,51,51,51,51,44,44,44,51,41,37,37,37,41,39,36,36,36,39,28,56,53,42,47,51,37,29,32,49,70,68,74,52,81,51,65,63,39,44,25,18,54,42,53,51,52,16,10,€186K,Right,MediumMedium,ST,1
244533,21,54,58,€90K,€1K,5'9,143lbs,48,48,48,53,51,51,51,53,54,54,54,54,55,55,55,54,55,55,55,55,55,55,53,53,53,55,51,32,45,63,31,52,36,39,56,61,67,52,59,53,79,55,62,44,54,35,55,50,31,55,47,42,39,52,61,€128K,Right,MediumMedium,RM,1
244279,19,54,68,€150K,€1K,5'11,170lbs,55,55,55,56,55,55,55,56,53,53,53,54,47,47,47,54,44,39,39,39,44,41,37,37,37,41,52,54,37,48,49,61,45,34,41,51,65,69,74,43,70,71,60,45,55,44,32,25,51,45,58,45,33,26,23,€334K,Right,HighMedium,LM,1
220216,22,54,60,€80K,€1K,6'4,179lbs,40,40,40,37,37,37,37,37,37,37,37,38,40,40,40,38,47,48,48,48,47,48,55,55,55,48,45,23,54,43,25,32,43,23,39,39,39,38,40,40,39,46,55,42,74,38,54,52,33,28,40,43,51,55,52,€140K,Left,LowMedium,LCB,1
235064,20,54,71,€130K,€4K,5'11,132lbs,42,42,42,47,44,44,44,47,43,43,43,47,42,42,42,47,53,47,47,47,53,54,52,52,52,54,48,29,47,28,24,54,30,29,28,41,68,54,59,56,54,29,57,63,33,22,50,49,45,40,36,36,60,58,56,€328K,Left,MediumMedium,LB,1
